Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
Z. Yu,Understanding Holocene peat accumulation pattern of continental fens in western Canada,2003,Canadian Journal of Botany,,Article,10.1139/b03-016,108,17,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--height,moss*--bulkdensity,moss*--bulkdensity,moss*--height,peat--bulkdensity,peat--bulkdensity,peat--height",7697
A. Breeuwer,The effect of temperature on growth and competition between Sphagnum species,2008,Oecologia,,Article,10.1007/s00442-008-0963-8,95,19,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--height,moss*--phosphorus,moss*--bulkdensity,moss*--bulkdensity,moss*--height,moss*--phosphorus,peat--bulkdensity,peat--bulkdensity,peat--height,peat--nitrogen,peat--phosphorus,sphagnum--height,sphagnum--height,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--height,sphagnum--light,sphagnum--nitrogen,sphagnum--photosynthesis,sphagum--distribution,sphagnum--bulkdensity,sphagnum--carbon,sphagnum--height,sphagnum--nitrogen,sphagnum--phosphorus",7699
J. Singh,"Elucidation of phase evolution, microstructural, Mössbauer and magnetic properties of Co<sup>2+</sup>[sbnd]Al<sup>3+</sup>doped M-type Ba[sbnd]Sr hexaferrites synthesized by a ceramic method",2017,Journal of Alloys and Compounds,https://api.elsevier.com/content/article/eid/1-s2.0-S0925838816333722,Article,10.1016/j.jallcom.2016.10.237,90,22,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7702
I. Lefebvre-Devos,Bonding in skutterudites: Combined experimental and theoretical characterization of CoSb<inf>3</inf>,2001,Physical Review B - Condensed Matter and Materials Physics,,Article,10.1103/physrevb.63.125110,70,24,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7704
S. van Bellen,"Holocene carbon accumulation rates from three ombrotrophic peatlands in boreal Quebec, Canada: Impact of climate-driven ecohydrological change",2011,Holocene,,Article,10.1177/0959683611405243,68,25,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,google,google,google,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity,pleurozium--bulkdensity,pleurozium--bulkdensity,pleurozium--carbon,sphagnum--bulkdensity,sphagnum--bulkdensity",7705
J.H. Sherwood,Effect of drainage and wildfire on peat hydrophysical properties,2013,Hydrological Processes,,Article,10.1002/hyp.9820,60,27,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,google,google,google,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity,peat--watercontent,peat--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7707
M. Atif,Effect of Mn substitution on the cation distribution and temperature dependence of magnetic anisotropy constant in Co<inf>1-x</inf>Mn <inf>x</inf>Fe<inf>2</inf>O<inf>4</inf> (0.0≤x≤0.4) ferrites,2014,Ceramics International,https://api.elsevier.com/content/article/eid/1-s2.0-S0272884213006809,Article,10.1016/j.ceramint.2013.06.026,58,29,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7709
M. Raviv,Composts in growing media: What's new and what's next?,2013,Acta Horticulturae,,Article,10.17660/ActaHortic.2013.982.3,58,30,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--nitrogen",7710
D. Beardsell,Physical properties of nursery potting-mixtures,1979,Scientia Horticulturae,https://api.elsevier.com/content/article/eid/1-s2.0-0304423879900487,Article,10.1016/0304-4238(79)90048-7,52,38,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity",7718
H. Nadian,Effects of soil compaction on phosphorus uptake and growth of Trifolium subterraneum colonized by four species of vesicular-arbuscular mycorrhizal fungi,1998,New Phytologist,,Article,10.1046/j.1469-8137.1998.00219.x,51,39,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7719
A. Rodionov,Organic carbon and total nitrogen variability in permafrost-affected soils in a forest tundra ecotone,2007,European Journal of Soil Science,,Article,10.1111/j.1365-2389.2007.00919.x,49,40,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7720
U.B. Gawas,Synthesis of nanosize and sintered Mn<inf>0.3</inf>Ni<inf>0.3</inf>Zn <inf>0.4</inf>Fe<inf>2</inf>O<inf>4</inf> ferrite and their structural and dielectric studies,2013,Journal of Alloys and Compounds,https://api.elsevier.com/content/article/eid/1-s2.0-S0925838812022785,Article,10.1016/j.jallcom.2012.12.054,47,44,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7724
K. Lang,Windthrow and salvage logging in an old-growth hemlock-northern hardwoods forest,2009,Forest Ecology and Management,https://api.elsevier.com/content/article/eid/1-s2.0-S0378112709007026,Article,10.1016/j.foreco.2009.09.042,44,49,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7729
S. Mathur,"Static pile, passive aeration composting of manure slurries using peat as a bulking agent",1990,Biological Wastes,https://api.elsevier.com/content/article/eid/1-s2.0-026974839090033O,Article,10.1016/0269-7483(90)90033-O,43,52,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity",7732
J. Branham,Saturated hydraulic conductivity in Sphagnum-dominated peatlands: Do microforms matter?,2014,Hydrological Processes,,Article,10.1002/hyp.10228,42,53,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,google,google,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--distribution",7733
K. Bao,"Recent atmospheric lead deposition recorded in an ombrotrophic peat bog of Great Hinggan Mountains, Northeast China, from <sup>210</sup>Pb and <sup>137</sup>Cs dating",2010,Journal of Environmental Radioactivity,https://api.elsevier.com/content/article/eid/1-s2.0-S0265931X10001220,Article,10.1016/j.jenvrad.2010.05.004,41,57,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--watercontent,moss*--bulkdensity,moss*--bulkdensity,moss*--watercontent,peat--bulkdensity,peat--bulkdensity,peat--watercontent",7737
M.J. Haigh,Problems in the reclamation of coal-mine disturbed lands in Wales,1992,"International Journal of Surface Mining, Reclamation and Environment",,Article,10.1080/09208119208944313,41,58,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7738
E. Catalano,Nonstoichiometry in rare-earth fluorides,1969,Journal of Physics and Chemistry of Solids,https://api.elsevier.com/content/article/eid/1-s2.0-0022369769902236,Article,10.1016/0022-3697(69)90223-6,41,59,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7739
J. Schellekens,Preferential degradation of polyphenols from Sphagnum - 4-Isopropenylphenol as a proxy for past hydrological conditions in Sphagnum-dominated peat,2015,Geochimica et Cosmochimica Acta,https://api.elsevier.com/content/article/eid/1-s2.0-S0016703714007121,Article,10.1016/j.gca.2014.12.003,39,61,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus,google,google,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--bulkdensity,peat--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--light",7741
S.R. Vardy,"Holocene climate and the development of a subarctic peatland near Inuvik, Northwest Territories, Canada",1998,Climatic Change,,Article,10.1023/A:1005473021115,39,62,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7742
Z. Mao,Effects of the Fe<sup>3+</sup> spin transition on the equation of state of bridgmanite,2015,Geophysical Research Letters,,Article,10.1002/2015GL064400,38,63,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7743
M. Raviv,Changes in some physical and chemical properties of fibrous solids from cow manure and digested cow manure during composting,1987,Biological Wastes,https://api.elsevier.com/content/article/eid/1-s2.0-0269748387900656,Article,10.1016/0269-7483(87)90065-6,37,64,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7744
S.F. Vaughn,Evaluation of biochar-anaerobic potato digestate mixtures as renewable components of horticultural potting media,2015,Industrial Crops and Products,https://api.elsevier.com/content/article/eid/1-s2.0-S092666901400658X,Article,10.1016/j.indcrop.2014.10.040,36,65,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7745
M. Raviv,The future of composts as ingredients of growing media,2011,Acta Horticulturae,,Review,10.17660/ActaHortic.2011.891.1,36,66,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7746
V.M. Bogatyrev,Synthesis and characterization of Fe<inf>2</inf>O<inf>3</inf>/SiO<inf>2</inf> nanocomposites,2009,Journal of Colloid and Interface Science,https://api.elsevier.com/content/article/eid/1-s2.0-S0021979709008388,Article,10.1016/j.jcis.2009.06.044,36,67,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7747
G. Brumelis,Use of the o horizon of forest soils in monitoring metal deposition in Latvia,2002,"Water, Air, and Soil Pollution",,Article,10.1023/A:1014714111050,36,68,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,pleurozium--bulkdensity,pleurozium--bulkdensity,pleurozium--bulkdensity,pleurozium--dessication,pleurozium--dessication,pleurozium--soil,pleurozium--bulkdensity,pleurozium--soil",7748
Z.B. He,Temporal stability of soil water storage in multiple soil layers in high-elevation forests,2019,Journal of Hydrology,https://api.elsevier.com/content/article/eid/1-s2.0-S0022169418309739,Article,10.1016/j.jhydrol.2018.12.024,35,69,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7749
J.M. Schoorl,"The <sup>137</sup>Cs technique applied to steep Mediterranean slopes (Part I): The effects of lithology, slope morphology and land use",2004,Catena,https://api.elsevier.com/content/article/eid/1-s2.0-S0341816203001875,Article,10.1016/j.catena.2003.08.003,34,70,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7750
A. Kumar,"Influence of AM fungi, inorganic phosphorus and irrigation regimes on plant water relations and soil physical properties in okra (Abelmoschus esculentus L.) – pea (Pisum sativum L.) cropping system in Himalayan acid alfisol",2016,Journal of Plant Nutrition,,Article,10.1080/01904167.2015.1087030,33,72,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--waterpotential,moss*--bulkdensity,moss*--bulkdensity,moss*--waterpotential",7752
X. Li,Phosphorus acquisition from compacted soil by hyphae of a mycorrhizal fungus associated with red clover (Trifolium pratense),1997,Canadian Journal of Botany,,Article,10.1139/b97-082,32,73,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7753
A. Panait,Hydrological conditions and carbon accumulation rates reconstructed from a mountain raised bog in the Carpathians: A multi-proxy approach,2017,Catena,https://api.elsevier.com/content/article/eid/1-s2.0-S0341816216305446,Article,10.1016/j.catena.2016.12.023,31,74,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7754
N. Malmer,Mass balance and nitrogen accumulation in hummocks on a South Swedish bog during the late Holocene,1997,Ecography,,Article,10.1111/j.1600-0587.1997.tb00422.x,31,75,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,sphagnum--bulkdensity,sphagnum--bulkdensity",7755
S.C.F. Au-Yeung,"A Novel Synthetic Route to “Iron Trihydroxide, Fe(OH)<inf>3</inf>”: Characterization and Magnetic Properties",1984,Inorganic Chemistry,,Article,10.1021/ic00179a009,31,76,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7756
S. Liivamägi,Paleosols on the Ediacaran basalts of the East European Craton: A unique record of paleoweathering with minimum diagenetic overprint,2018,Precambrian Research,https://api.elsevier.com/content/article/eid/1-s2.0-S0301926817305740,Article,10.1016/j.precamres.2018.07.020,30,77,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7757
J. Niu,Relationships between soil crust development and soil properties in the desert region of North China,2017,Sustainability (Switzerland),,Article,10.3390/su9050725,30,78,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7758
M.A. Amer,"57 Fe Mössbauer, infrared and X-ray studies of the system Zn<inf>1-x</inf>Cu<inf>x</inf>Cr<inf>0.8</inf>Fe<inf>1.2</inf>O<inf>4</inf>",2000,Physica Status Solidi (A) Applied Research,,Article,10.1002/1521-396X(200010)181:2<539::AID-PSSA539>3.0.CO;2-9,30,79,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7759
J.A. Filho,"Sampling size and spatial variability of physical attributes ofanarenickandiustultsinmossoró, Rio Grandedo Norte State, Brazil",2007,Revista Brasileira de Ciencia do Solo,,Article,10.1590/s0100-06832007000300001,29,81,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7761
J. Pêtal,The influence of ants on carbon and nitrogen mineralization in drained fen soils,1998,Applied Soil Ecology,https://api.elsevier.com/content/article/eid/1-s2.0-S0929139397000528,Article,10.1016/S0929-1393(97)00052-8,29,82,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7762
G. Fascella,Coniferous wood biochar as substrate component of two containerized Lavender species: Effects on morpho-physiological traits and nutrients partitioning,2020,Scientia Horticulturae,https://api.elsevier.com/content/article/eid/1-s2.0-S0304423820301849,Article,10.1016/j.scienta.2020.109356,25,85,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus,google,google","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,peat--leafmass,peat--leafmass",7765
O.K. Vilmundardóttir,"Between ice and ocean; soil development along an age chronosequence formed by the retreating Breidamerkurjökull glacier, SE-Iceland",2015,Geoderma,https://api.elsevier.com/content/article/eid/1-s2.0-S0016706115300033,Article,10.1016/j.geoderma.2015.06.016,25,86,2024-07-01 15:14:44,"scopus,scopus,scopus,scopus","moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity,moss*--bulkdensity",7766
