Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
W.C. Lee,Polarity-dependent chemical characteristics of water-soluble organic matter from laboratory-generated biomass-burning revealed by 1-octanol-water partitioning,2019,Environmental Science and Technology,,Article,10.1021/acs.est.9b01691,21,198,2024-07-23 10:06:27,"scopus,scopus,scopus,scopus","peat--absorption,peat--absorption,peat--absorption,peat--absorption",157551
O.S. Pokrovsky,Dissolved Organic Matter Controls Seasonal and Spatial Selenium Concentration Variability in Thaw Lakes across a Permafrost Gradient,2018,Environmental Science and Technology,,Article,10.1021/acs.est.8b00918,21,199,2024-07-23 10:06:27,"scopus,scopus,scopus,scopus","peat--absorption,peat--absorption,peat--absorption,peat--absorption",157552
T. Leiviskä,Enhancing peat metal sorption and settling characteristics,2018,Ecotoxicology and Environmental Safety,https://api.elsevier.com/content/article/eid/1-s2.0-S0147651317307236,Article,10.1016/j.ecoenv.2017.10.053,21,200,2024-07-23 10:06:27,"scopus,scopus,scopus,scopus","peat--absorption,peat--absorption,peat--absorption,peat--absorption",157553
A.P. Ballantyne,Significantly warmer Arctic surface temperatures during the Pliocene indicated by multiple independent proxies,2010,Geology,,Article,10.1130/G30815.1,146,4,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157557
T.F. Eck,Optical properties of boreal region biomass burning aerosols in central Alaska and seasonal variation of aerosol optical depth at an Arctic coastal site,2009,Journal of Geophysical Research Atmospheres,,Article,10.1029/2008JD010870,123,8,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--light,peat--scattering,peat--albedo,peat--albedo,peat--light,peat--scattering",157561
J. Barr,"Hurricane disturbance and recovery of energy balance, CO <inf>2</inf> fluxes and canopy structure in a mangrove forest of the Florida Everglades",2012,Agricultural and Forest Meteorology,https://api.elsevier.com/content/article/eid/1-s2.0-S0168192311002577,Article,10.1016/j.agrformet.2011.07.022,113,9,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--leafarea,peat--respiration,peat--albedo,peat--albedo,peat--leafarea,peat--respiration",157562
A.M.I. Kallio,Sequester or substitute-Consequences of increased production of wood based energy on the carbon balance in Finland,2013,Journal of Forest Economics,https://api.elsevier.com/content/article/eid/1-s2.0-S1104689913000202,Article,10.1016/j.jfe.2013.05.001,59,14,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157567
D.L. Luo,Characteristics of Water-Heat Exchanges and Inconsistent Surface Temperature Changes at an Elevational Permafrost Site on the Qinghai-Tibet Plateau,2018,Journal of Geophysical Research: Atmospheres,,Article,10.1029/2018JD028298,58,15,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157568
S. Gubler,Sensitivities and uncertainties of modeled ground temperatures in mountain environments,2013,Geoscientific Model Development,,Article,10.5194/gmd-6-1319-2013,47,16,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157569
A. Hormes,A geochronological approach to understanding the role of solar activity on Holocene glacier length variability in the Swiss Alps,2006,"Geografiska Annaler, Series A: Physical Geography",,Article,10.1111/j.0435-3676.2006.00301.x,45,17,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157570
T.F. Eck,AERONET Remotely Sensed Measurements and Retrievals of Biomass Burning Aerosol Optical Properties During the 2015 Indonesian Burning Season,2019,Journal of Geophysical Research: Atmospheres,,Article,10.1029/2018JD030182,44,18,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157571
J.L. McCarty,Multi-year black carbon emissions from cropland burning in the Russian Federation,2012,Atmospheric Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S1352231012008382,Article,10.1016/j.atmosenv.2012.08.053,42,20,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157573
N. Evangeliou,"Open fires in Greenland in summer 2017: Transport, deposition and radiative effects of BC, OC and BrC emissions",2019,Atmospheric Chemistry and Physics,,Article,10.5194/acp-19-1393-2019,41,21,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157574
J. Gamon,Microtopographic patterns in an arctic baydjarakh field: Do fine-grain patterns enforce landscape stability?,2012,Environmental Research Letters,,Article,10.1088/1748-9326/7/1/015502,37,22,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157575
A. Bovchaliuk,Variability of aerosol properties over Eastern Europe observed from ground and satellites in the period from 2003 to 2011,2013,Atmospheric Chemistry and Physics,,Article,10.5194/acp-13-6587-2013,34,23,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157576
H. Joosten,Thinking like a bog: hydrological selfregulation of raised bogs and its importance for rewetting and restoration,1993,Telma,,Article,,32,25,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo,sphagnum--albedo,sphagnum--albedo",157578
N. Schneider,Climatic impacts of historical wetland drainage in Switzerland,2007,Climatic Change,,Article,10.1007/s10584-006-9120-8,18,31,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157584
N.Y. Chubarova,"Chapter 11 A Mega-Fire Event in Central Russia: Fire Weather, Radiative, and Optical Properties of the Atmosphere, and Consequences for Subboreal Forest Plants",2008,Developments in Environmental Science,https://api.elsevier.com/content/article/eid/1-s2.0-S1474817708000119,Review,10.1016/S1474-8177(08)00011-9,13,34,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157587
G.I. Gorchakov,Finely dispersed brown carbon in a smoggy atmosphere,2016,Doklady Earth Sciences,,Article,10.1134/S1028334X16110039,10,38,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157591
S.D.A. Kusumaningtyas,Aerosols optical and radiative properties in Indonesia based on AERONET version 3,2022,Atmospheric Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S1352231022002394,Article,10.1016/j.atmosenv.2022.119174,8,39,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157592
C. Li,Correcting micro-aethalometer absorption measurements for brown carbon aerosol,2021,Science of the Total Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969721012109,Article,10.1016/j.scitotenv.2021.146143,8,40,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--scattering,peat--albedo,peat--albedo,peat--scattering",157593
S.A. Harris,Effects of vegetation cover on soil heat flux in the southern Yukon Territory,1998,Erdkunde,,Article,10.3112/erdkunde.1998.04.01,4,45,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo,sphagnum--albedo,sphagnum--albedo",157598
K. Lochte,Carbon cycle research as a challenge of the anthropocene,2006,Earth System Science in the Anthropocene,,Book Chapter,10.1007/3-540-26590-2_14,2,47,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157600
K.H. Ballik,Fundamentals of the evaluation of suitable materials for soil covering in spruce transplant beds,1970,Forstwissenschaftliches Centralblatt,,Article,10.1007/BF02740938,1,48,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--albedo,peat--albedo",157601
N. Popović,Evolution of ecosystem-scale surface energy fluxes of a newly constructed boreal upland-fen watershed,2023,Ecological Engineering,https://api.elsevier.com/content/article/eid/1-s2.0-S0925857423001684,Article,10.1016/j.ecoleng.2023.107059,0,49,2024-07-23 10:58:09,"scopus,scopus,scopus,scopus,scopus,scopus","peat--albedo,peat--albedo,peat--phenology,peat--albedo,peat--albedo,peat--phenology",157602
J. Couwenberg,Greenhouse gas fluxes from tropical peatlands in south-east Asia,2010,Global Change Biology,,Article,10.1111/j.1365-2486.2009.02016.x,363,7,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--carbon,peat--respiration,peat--soil,peat--bulkdensity,peat--bulkdensity,peat--carbon,peat--respiration,peat--soil",157609
M. Köchy,"Global distribution of soil organic carbon – Part 1: Masses and frequency distributions of SOC stocks for the tropics, permafrost regions, wetlands, and the world",2015,SOIL,,Article,10.5194/soil-1-351-2015,293,8,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--carbon,peat--distribution,peat--respiration,peat--soil,peat--bulkdensity,peat--bulkdensity,peat--carbon,peat--distribution,peat--respiration,peat--soil",157610
H. Nykanen,Methane fluxes on boreal peatlands of different fertility and the effect of long-term experimental lowering of the water table on flux rates,1998,Global Biogeochemical Cycles,,Article,10.1029/97GB02732,239,9,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--bulkdensity,peat--bulkdensity",157611
K. Jones,Organic Contaminants in Welsh Soils: Polynuclear Aromatic Hydrocarbons,1989,Environmental Science and Technology,,Article,10.1021/es00063a005,238,10,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--soil,peat--bulkdensity,peat--bulkdensity,peat--soil",157612
W. Shotyk,"Peat bog archives of atmospheric metal deposition: Geochemical evaluation of peat profiles, natural variations in metal concentrations, and metal enrichment factors",1996,Environmental Reviews,,Review,10.1139/a96-010,234,11,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--soil,peat--bulkdensity,peat--bulkdensity,peat--soil,sphagnum--bulkdensity,sphagnum--bulkdensity,sphagnum--soil",157613
R.J. Stirzaker,Soil structure and plant growth: Impact of bulk density and biopores,1996,Plant and Soil,,Article,10.1007/BF02257571,228,12,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--soil,peat--bulkdensity,peat--bulkdensity,peat--soil",157614
DH BOELTER,PHYSICAL PROPERTIES OF PEATS AS RELATED TO DEGREE OF DECOMPOSITION,1969,,,Conference Paper,,224,13,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--watercontent,peat--bulkdensity,peat--bulkdensity,peat--watercontent",157615
Y. Zhao,Holocene vegetation and climate histories in the eastern Tibetan Plateau: Controls by insolation-driven temperature or monsoon-derived precipitation changes?,2011,Quaternary Science Reviews,https://api.elsevier.com/content/article/eid/1-s2.0-S0277379111000540,Article,10.1016/j.quascirev.2011.02.006,215,14,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--carbon,peat--bulkdensity,peat--bulkdensity,peat--carbon",157616
D.B. Chason,"Hydraulic conductivity and related physical properties of peat, lost river peatland, northern minnesota",1986,Soil Science,,Article,10.1097/00010694-198608000-00005,179,16,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--bulkdensity,peat--bulkdensity",157618
L. Wang,Application of organic amendments to a coastal saline soil in north China: Effects on soil physical and chemical properties and tree growth,2014,PLoS ONE,,Article,10.1371/journal.pone.0089185,167,19,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--bulkdensity,peat--bulkdensity",157621
U. Schindler,Evaporation method for measuring unsaturated hydraulic properties of soils: Extending the measurement range,2010,Soil Science Society of America Journal,,Article,10.2136/sssaj2008.0358,167,20,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--watercontent,peat--bulkdensity,peat--bulkdensity,peat--watercontent",157622
M. Perez-Murcia,Use of composted sewage sludge in growth media for broccoli,2006,Bioresource Technology,https://api.elsevier.com/content/article/eid/1-s2.0-S0960852405001070,Article,10.1016/j.biortech.2005.02.005,164,22,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--nitrogen,peat--phosphorus,peat--bulkdensity,peat--bulkdensity,peat--nitrogen,peat--phosphorus",157624
W.F. DeBusk,Spatial distribution of soil nutrients in a northern Everglades marsh: Water conservation area 2A,1994,Soil Science Society of America Journal,,Article,10.2136/sssaj1994.03615995005800020042x,145,28,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--distribution,peat--nitrogen,peat--phosphorus,peat--bulkdensity,peat--bulkdensity,peat--distribution,peat--nitrogen,peat--phosphorus",157630
L. Schirrmeister,Fossil organic matter characteristics in permafrost deposits of the northeast Siberian Arctic,2011,Journal of Geophysical Research: Biogeosciences,,Article,10.1029/2011JG001647,140,31,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--distribution,peat--bulkdensity,peat--bulkdensity,peat--distribution",157633
D. Scanlon,"Carbon dioxide production from peatland soil profiles: The influence of temperature, oxic/anoxic conditions and substrate",2000,Soil Science,,Article,10.1097/00010694-200002000-00006,140,32,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--bulkdensity,peat--bulkdensity",157634
M. Maljanen,"Carbon dioxide, nitrous oxide and methane dynamics in boreal organic agricultural soils with different soil characteristics",2004,Soil Biology and Biochemistry,https://api.elsevier.com/content/article/eid/1-s2.0-S0038071704002123,Article,10.1016/j.soilbio.2004.05.003,131,35,2024-07-23 10:52:27,"scopus,scopus,scopus,scopus,scopus,scopus","peat--bulkdensity,peat--bulkdensity,peat--nitrogen,peat--bulkdensity,peat--bulkdensity,peat--nitrogen",157637
